reservation_datetime,heure,heure_int,minute,jour_semaine,season,ville,gouvernorat,zone_type,latitude,longitude,population,intensite_ville,has_beach,beach_name,periode,cause_circulation,weather_code,weathercode_raw,weather_label,weather_mult,temperature_2m,precipitation,rain,windspeed_10m,visibility,sunrise,sunset,trafic_niveau,trafic_label,demande,indice_congestion,retard_estime_min,vitesse_moy_kmh,chauffeurs_actifs,is_night,is_ramadan_slot,is_friday_slot,is_school_slot,is_prayer_slot,is_beach_hour,beach_peak_reason,beach_surge_applied,beach_surge_value,surge_multiplier
2026-04-01 09:45:05,16:00,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,flux_habituel,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,2,modéré,rush,61,9,29,1,0,0,0,0,0,1,afflux_matin,1,1.15,1.745
2026-04-01 09:45:05,16:15,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,flux_habituel,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,2,modéré,rush,65,9,24,1,0,0,0,0,0,1,afflux_matin,1,1.15,2.037
2026-04-01 09:45:05,16:30,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,sortie_écoles_privées,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,2,modéré,rush,62,11,29,3,0,0,0,0,0,1,afflux_matin,1,1.15,1.958
2026-04-01 09:45:05,16:45,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,sortie_écoles_privées,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,2,modéré,rush,57,9,24,2,0,0,0,0,0,1,afflux_matin,1,1.15,1.759
2026-04-01 09:45:05,17:00,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,pic_absolu_soir,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,3,élevé,surge,71,16,15,4,0,0,0,0,0,1,afflux_matin,1,1.15,1.85
2026-04-01 09:45:05,17:15,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,pic_absolu_soir,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,3,élevé,surge,70,18,16,4,0,0,0,0,0,1,afflux_matin,1,1.15,1.877
2026-04-01 09:45:05,17:30,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,pic_absolu_soir,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,3,élevé,surge,65,14,17,3,0,0,0,0,0,1,afflux_matin,1,1.15,1.817
2026-04-01 09:45:05,17:45,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,rush_iftar_ramadan,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,1,faible,surge,49,3,39,3,0,0,0,0,0,1,afflux_matin,1,1.15,1.99
2026-04-01 09:45:05,18:00,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,pic_absolu_soir,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,3,élevé,surge,66,18,13,2,0,0,0,0,0,1,afflux_matin,1,1.15,1.807
2026-04-01 09:45:05,18:15,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,pic_absolu_soir,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,3,élevé,surge,68,17,12,2,0,0,0,0,0,1,afflux_matin,1,1.15,1.799
2026-04-01 09:45:05,18:30,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,pic_absolu_soir,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,3,élevé,surge,68,16,12,2,0,0,0,0,0,1,afflux_matin,1,1.15,1.842
2026-04-01 09:45:05,18:45,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,flux_habituel,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,1,faible,surge,48,1,38,2,0,0,0,0,0,1,afflux_matin,1,1.15,1.945
2026-04-01 09:45:05,19:00,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,fin_embouteillage_soir,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,2,modéré,rush,68,8,26,4,0,0,0,0,0,1,afflux_matin,1,1.15,2.033
2026-04-01 09:45:05,19:15,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,fin_embouteillage_soir,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,2,modéré,rush,58,8,28,1,0,0,0,0,0,1,afflux_matin,1,1.15,1.828
2026-04-01 09:45:05,19:30,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,fin_embouteillage_soir,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,2,modéré,rush,63,12,29,4,0,0,0,0,0,1,afflux_matin,1,1.15,2.086
2026-04-01 09:45:05,19:45,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,fin_embouteillage_soir,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,2,modéré,rush,67,12,26,4,0,0,0,0,0,1,afflux_matin,1,1.15,2.071
2026-04-01 09:45:05,20:00,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,sorties_restaurants_cafés,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,2,modéré,rush,70,7,25,1,0,0,0,0,0,1,afflux_matin,1,1.15,2.115
2026-04-01 09:45:05,20:15,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,sorties_restaurants_cafés,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,2,modéré,rush,60,9,28,1,0,0,0,0,0,1,afflux_matin,1,1.15,1.888
2026-04-01 09:45:05,20:30,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,sorties_restaurants_cafés,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,2,modéré,rush,62,10,25,1,0,0,0,0,0,1,afflux_matin,1,1.15,1.784
2026-04-01 09:45:05,20:45,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,sorties_restaurants_cafés,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,2,modéré,rush,59,7,26,2,0,0,0,0,0,1,afflux_matin,1,1.15,1.831
2026-04-01 09:45:05,21:00,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,sorties_restaurants_cafés,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,1,faible,rush,31,2,39,1,0,0,0,0,0,1,afflux_matin,1,1.15,1.36
2026-04-01 09:45:05,21:15,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,sorties_restaurants_cafés,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,1,faible,rush,36,4,42,1,0,0,0,0,0,1,afflux_matin,1,1.15,1.407
2026-04-01 09:45:05,21:30,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,sorties_restaurants_cafés,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,1,faible,rush,37,0,39,1,0,0,0,0,0,1,afflux_matin,1,1.15,1.372
2026-04-01 09:45:05,21:45,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,sorties_restaurants_cafés,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,1,faible,rush,34,5,39,1,0,0,0,0,0,1,afflux_matin,1,1.15,1.387
2026-04-01 09:45:05,22:00,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,sortie_prière_tarawih,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,1,faible,normal,27,2,43,1,0,0,0,0,0,1,afflux_matin,1,1.15,1.084
2026-04-01 09:45:05,22:30,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,sortie_prière_tarawih,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,1,faible,normal,31,4,40,2,0,0,0,0,0,1,afflux_matin,1,1.15,1.083
2026-04-01 09:45:05,23:00,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,flux_habituel,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,1,faible,normal,32,0,39,1,0,0,0,0,0,1,afflux_matin,1,1.15,1.151
2026-04-01 09:45:05,23:15,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,flux_habituel,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,1,faible,normal,30,1,38,2,0,0,0,0,0,1,afflux_matin,1,1.15,1.102
2026-04-01 09:45:05,23:30,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,retour_soirées_tardives,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,1,faible,normal,31,0,41,2,0,0,0,0,0,1,afflux_matin,1,1.15,1.022
2026-04-01 09:45:05,23:45,9,45,2,printemps,Dar Chaabane,Nabeul,côtière,36.5667,10.7333,18000,2,1,Plage Dar Chaabane,matin_normal,retour_soirées_tardives,2,61,pluie,1.1,8.9,1.5,1.5,24.4,17940.0,06:02,18:38,1,faible,normal,31,3,44,1,0,0,0,0,0,1,afflux_matin,1,1.15,1.045
2026-04-01 09:45:05,00:00,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,43,3,38,7,0,0,0,0,0,1,afflux_matin,1,1.15,1.335
2026-04-01 09:45:05,00:30,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,45,2,37,10,0,0,0,0,0,1,afflux_matin,1,1.15,1.276
2026-04-01 09:45:05,01:00,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,47,1,37,8,0,0,0,0,0,1,afflux_matin,1,1.15,1.307
2026-04-01 09:45:05,01:30,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,47,2,37,7,0,0,0,0,0,1,afflux_matin,1,1.15,1.401
2026-04-01 09:45:05,02:00,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,41,0,42,10,0,0,0,0,0,1,afflux_matin,1,1.15,1.262
2026-04-01 09:45:05,02:30,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,suhoor_restaurants,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,43,0,38,7,0,0,0,0,0,1,afflux_matin,1,1.15,1.299
2026-04-01 09:45:05,03:00,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,47,0,40,8,0,0,0,0,0,1,afflux_matin,1,1.15,1.339
2026-04-01 09:45:05,03:30,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,44,5,37,6,0,0,0,0,0,1,afflux_matin,1,1.15,1.283
2026-04-01 09:45:05,04:00,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,44,1,37,6,0,0,0,0,0,1,afflux_matin,1,1.15,1.232
2026-04-01 09:45:05,04:30,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,46,0,37,10,0,0,0,0,0,1,afflux_matin,1,1.15,1.253
2026-04-01 09:45:05,05:00,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,45,1,40,9,0,0,0,0,0,1,afflux_matin,1,1.15,1.22
2026-04-01 09:45:05,05:30,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,46,2,40,9,0,0,0,0,0,1,afflux_matin,1,1.15,1.365
2026-04-01 09:45:05,06:00,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,2,modéré,rush,64,5,26,18,0,0,0,0,0,1,afflux_matin,1,1.15,1.456
2026-04-01 09:45:05,06:15,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,2,modéré,rush,60,7,23,21,0,0,0,0,0,1,afflux_matin,1,1.15,1.525
2026-04-01 09:45:05,06:30,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,début_journée_travail,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,2,modéré,rush,66,6,25,18,0,0,0,0,0,1,afflux_matin,1,1.15,1.716
2026-04-01 09:45:05,06:45,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,début_journée_travail,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,2,modéré,rush,65,5,26,18,0,0,0,0,0,1,afflux_matin,1,1.15,1.566
2026-04-01 09:45:05,07:00,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,pic_absolu_matin,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,3,élevé,surge,92,19,16,18,0,0,0,0,0,1,afflux_matin,1,1.15,2.327
2026-04-01 09:45:05,07:15,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,pic_absolu_matin,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,3,élevé,surge,89,19,15,19,0,0,0,0,0,1,afflux_matin,1,1.15,2.391
2026-04-01 09:45:05,07:30,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,pic_absolu_matin,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,3,élevé,surge,83,18,15,20,0,0,0,0,0,1,afflux_matin,1,1.15,2.189
2026-04-01 09:45:05,07:45,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,surge,61,4,37,19,0,0,0,0,0,1,afflux_matin,1,1.15,2.088
2026-04-01 09:45:05,08:00,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,pic_absolu_matin,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,3,élevé,surge,88,22,14,19,0,0,0,0,0,1,afflux_matin,1,1.15,2.106
2026-04-01 09:45:05,08:15,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,pic_absolu_matin,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,3,élevé,surge,90,20,15,20,0,0,0,0,0,1,afflux_matin,1,1.15,2.329
2026-04-01 09:45:05,08:30,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,pic_absolu_matin,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,3,élevé,surge,86,18,14,21,0,0,0,0,0,1,afflux_matin,1,1.15,2.295
2026-04-01 09:45:05,08:45,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,surge,63,2,41,19,0,0,0,0,0,1,afflux_matin,1,1.15,2.224
2026-04-01 09:45:05,09:00,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,fin_rush_entrée_bureau,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,2,modéré,rush,80,10,24,19,0,0,0,0,0,1,afflux_matin,1,1.15,2.244
2026-04-01 09:45:05,09:15,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,fin_rush_entrée_bureau,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,2,modéré,rush,83,9,26,19,0,0,0,0,0,1,afflux_matin,1,1.15,2.32
2026-04-01 09:45:05,09:30,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,fin_rush_entrée_bureau,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,2,modéré,rush,84,8,25,18,0,0,0,0,0,1,afflux_matin,1,1.15,2.318
2026-04-01 09:45:05,09:45,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,fin_rush_entrée_bureau,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,2,modéré,rush,89,9,26,21,0,0,0,0,0,1,afflux_matin,1,1.15,2.559
2026-04-01 09:45:05,10:00,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,67,6,39,21,0,0,0,0,0,1,afflux_matin,1,1.15,2.062
2026-04-01 09:45:05,10:30,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,66,3,40,20,0,0,0,0,0,1,afflux_matin,1,1.15,1.944
2026-04-01 09:45:05,11:00,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,57,5,38,17,0,0,0,0,0,1,afflux_matin,1,1.15,1.814
2026-04-01 09:45:05,11:15,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,62,3,38,19,0,0,0,0,0,1,afflux_matin,1,1.15,1.974
2026-04-01 09:45:05,11:30,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,préparation_prière_vendredi,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,63,6,39,17,0,0,0,0,0,1,afflux_matin,1,1.15,2.084
2026-04-01 09:45:05,11:45,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,préparation_prière_vendredi,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,62,6,37,17,0,0,0,0,0,1,afflux_matin,1,1.15,2.008
2026-04-01 09:45:05,12:00,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,prière_dhuhr_mosquée,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,2,modéré,rush,62,10,26,18,0,0,0,0,0,1,afflux_matin,1,1.15,1.523
2026-04-01 09:45:05,12:15,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,sortie_lycées_collèges,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,2,modéré,rush,73,6,26,17,0,0,0,0,0,1,afflux_matin,1,1.15,2.046
2026-04-01 09:45:05,12:30,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,sortie_mosquée_jumu3a,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,2,modéré,rush,73,6,24,18,0,0,0,0,0,1,afflux_matin,1,1.15,2.179
2026-04-01 09:45:05,12:45,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,sortie_mosquée_jumu3a,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,2,modéré,rush,76,7,23,17,0,0,0,0,0,1,afflux_matin,1,1.15,2.209
2026-04-01 09:45:05,13:00,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,pic_déjeuner_retour_maison,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,3,élevé,surge,86,20,14,20,0,0,0,0,0,1,afflux_matin,1,1.15,2.258
2026-04-01 09:45:05,13:15,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,pic_déjeuner_retour_maison,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,3,élevé,surge,80,20,15,20,0,0,0,0,0,1,afflux_matin,1,1.15,1.909
2026-04-01 09:45:05,13:30,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,pic_déjeuner_retour_maison,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,3,élevé,surge,91,22,14,19,0,0,0,0,0,1,afflux_matin,1,1.15,2.317
2026-04-01 09:45:05,13:45,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,pic_déjeuner_retour_maison,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,46,4,41,18,0,0,0,0,0,1,afflux_matin,1,1.15,1.278
2026-04-01 09:45:05,14:00,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,reprise_après_déjeuner,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,2,modéré,rush,80,9,27,17,0,0,0,0,0,1,afflux_matin,1,1.15,2.121
2026-04-01 09:45:05,14:15,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,reprise_après_déjeuner,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,2,modéré,rush,78,13,22,21,0,0,0,0,0,1,afflux_matin,1,1.15,2.2
2026-04-01 09:45:05,14:30,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,reprise_après_déjeuner,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,2,modéré,rush,82,9,26,21,0,0,0,0,0,1,afflux_matin,1,1.15,2.452
2026-04-01 09:45:05,14:45,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,reprise_après_déjeuner,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,2,modéré,rush,82,12,26,18,0,0,0,0,0,1,afflux_matin,1,1.15,2.199
2026-04-01 09:45:05,15:00,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,62,7,42,21,0,0,0,0,0,1,afflux_matin,1,1.15,1.872
2026-04-01 09:45:05,15:30,9,45,2,printemps,Hammamet,Nabeul,balnéaire,36.4,10.6167,97000,4,1,Plage Hammamet,matin_normal,flux_habituel,2,61,pluie,1.1,10.0,0.4,0.4,19.2,29460.0,06:03,18:39,1,faible,normal,61,7,37,17,0,0,0,0,0,1,afflux_matin,1,1.15,1.73
