ville,gouvernorat,zone_type,latitude,longitude,population,intensite_ville,has_beach,beach_name,heure,heure_int,minute,periode,cause_circulation,trafic_niveau,trafic_label,demande,is_night,is_ramadan_slot,is_friday_slot,is_school_slot,is_prayer_slot,is_beach_hour,beach_peak_reason,beach_surge_applied,beach_surge_value,surge_multiplier,indice_congestion,retard_estime_min,vitesse_moy_kmh,chauffeurs_actifs
Kelibia,Nabeul,balnéaire,36.8461,11.0969,42000,3,1,Plage Kelibia,23:15,23,15,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.221,41,1,39,1
Kelibia,Nabeul,balnéaire,36.8461,11.0969,42000,3,1,Plage Kelibia,23:30,23,30,retour_soirée_tardive,retour_soirées_tardives,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.192,39,2,38,2
Kelibia,Nabeul,balnéaire,36.8461,11.0969,42000,3,1,Plage Kelibia,23:45,23,45,retour_soirée_tardive,retour_soirées_tardives,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.157,33,2,39,2
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,00:00,0,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.205,34,3,40,1
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,00:30,0,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.087,27,3,38,4
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,01:00,1,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.121,28,1,42,3
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,01:30,1,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.172,30,5,37,4
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,02:00,2,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.047,27,1,37,2
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,02:30,2,30,ramadan_suhoor,suhoor_restaurants,1,faible,normal,1,1,0,0,0,0,,0,1.0,1.154,33,4,39,1
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,03:00,3,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.153,27,4,42,1
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,03:30,3,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.09,26,4,39,1
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,04:00,4,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.112,30,5,38,4
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,04:30,4,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.046,30,2,41,3
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,05:00,5,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.045,26,4,38,1
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,05:30,5,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.192,34,5,39,4
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,06:00,6,0,circulation_normale,flux_habituel,2,modéré,rush,0,0,0,0,0,0,,0,1.0,1.253,47,5,23,6
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,06:15,6,15,circulation_normale,flux_habituel,2,modéré,rush,0,0,0,0,0,0,,0,1.0,1.313,45,7,24,8
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,06:30,6,30,rush_matin,début_journée_travail,2,modéré,rush,0,0,0,0,0,0,,0,1.0,1.462,47,6,23,4
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,06:45,6,45,rush_matin,début_journée_travail,2,modéré,rush,0,0,0,0,0,0,,0,1.0,1.347,49,6,23,6
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,07:00,7,0,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,2.019,73,20,13,5
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,07:15,7,15,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,2.062,71,16,15,4
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,07:30,7,30,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.903,67,19,13,8
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,07:45,7,45,circulation_normale,flux_habituel,1,faible,surge,0,0,0,0,0,0,,0,1.0,1.775,40,5,37,5
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,08:00,8,0,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.814,67,16,14,8
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,08:15,8,15,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,2.014,69,20,13,4
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,08:30,8,30,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.994,70,18,12,8
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,08:45,8,45,circulation_normale,flux_habituel,1,faible,surge,0,0,0,0,0,0,,0,1.0,1.915,48,1,39,5
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,09:00,9,0,fin_rush_matin,fin_rush_entrée_bureau,2,modéré,rush,0,0,0,0,0,1,afflux_plage_matin,1,1.3,1.898,61,9,27,6
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,09:15,9,15,fin_rush_matin,fin_rush_entrée_bureau,2,modéré,rush,0,0,0,0,0,1,afflux_plage_matin,1,1.3,2.013,65,7,26,7
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,09:30,9,30,fin_rush_matin,fin_rush_entrée_bureau,2,modéré,rush,0,0,0,0,0,1,afflux_plage_matin,1,1.3,1.999,64,7,25,6
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,09:45,9,45,fin_rush_matin,fin_rush_entrée_bureau,2,modéré,rush,0,0,0,0,0,1,afflux_plage_matin,1,1.3,2.253,69,9,27,4
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,10:00,10,0,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_matin,1,1.3,1.776,47,5,39,7
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,10:30,10,30,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_matin,1,1.3,1.7,47,8,39,5
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,11:00,11,0,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_matin,1,1.3,1.535,43,5,38,7
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,11:15,11,15,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_matin,1,1.3,1.746,47,3,38,7
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,11:30,11,30,vendredi_jumu3a,préparation_prière_vendredi,1,faible,normal,0,0,1,0,0,1,afflux_plage_matin,1,1.3,1.78,48,8,38,6
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,11:45,11,45,vendredi_jumu3a,préparation_prière_vendredi,1,faible,normal,0,0,1,0,0,1,afflux_plage_matin,1,1.3,1.723,44,4,42,7
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,12:00,12,0,prière_dhuhr,prière_dhuhr_mosquée,2,modéré,rush,0,0,0,0,1,0,,0,1.0,1.257,41,4,28,6
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,12:15,12,15,sortie_école_midi,sortie_lycées_collèges,2,modéré,rush,0,0,0,1,0,0,,0,1.0,1.72,57,7,22,8
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,12:30,12,30,vendredi_jumu3a,sortie_mosquée_jumu3a,2,modéré,rush,0,0,1,0,0,0,,0,1.0,1.886,55,6,25,6
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,12:45,12,45,vendredi_jumu3a,sortie_mosquée_jumu3a,2,modéré,rush,0,0,1,0,0,0,,0,1.0,1.86,59,8,23,8
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,13:00,13,0,déjeuner_tunisien,pic_déjeuner_retour_maison,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.927,66,15,15,7
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,13:15,13,15,déjeuner_tunisien,pic_déjeuner_retour_maison,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.664,61,19,12,4
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,13:30,13,30,déjeuner_tunisien,pic_déjeuner_retour_maison,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.983,71,19,14,7
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,13:45,13,45,déjeuner_tunisien,pic_déjeuner_retour_maison,1,faible,normal,0,0,0,0,0,0,,0,1.0,1.073,31,5,39,5
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,14:00,14,0,retour_bureau,reprise_après_déjeuner,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,1,1.25,1.886,59,12,25,7
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,14:15,14,15,retour_bureau,reprise_après_déjeuner,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,1,1.25,1.899,65,8,24,5
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,14:30,14,30,retour_bureau,reprise_après_déjeuner,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,1,1.25,2.11,68,11,22,8
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,14:45,14,45,retour_bureau,reprise_après_déjeuner,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,1,1.25,1.909,59,8,25,8
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,15:00,15,0,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_après_midi,1,1.25,1.556,42,3,39,8
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,15:30,15,30,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_après_midi,1,1.25,1.513,42,4,42,4
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,16:00,16,0,circulation_normale,flux_habituel,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,1,1.25,1.785,62,12,28,5
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,16:15,16,15,circulation_normale,flux_habituel,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,1,1.25,2.09,62,8,27,7
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,16:30,16,30,pré_rush_soir,sortie_écoles_privées,2,modéré,rush,0,0,0,1,0,1,afflux_plage_après_midi,1,1.25,1.985,66,12,27,4
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,16:45,16,45,pré_rush_soir,sortie_écoles_privées,2,modéré,rush,0,0,0,1,0,1,afflux_plage_après_midi,1,1.25,1.832,58,7,27,7
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,17:00,17,0,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.855,67,15,14,8
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,17:15,17,15,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,2.013,72,16,12,6
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,17:30,17,30,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.881,68,17,14,7
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,17:45,17,45,ramadan_iftar,rush_iftar_ramadan,1,faible,surge,0,1,0,0,0,0,,0,1.0,2.071,49,2,41,7
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,18:00,18,0,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.876,70,16,11,6
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,18:15,18,15,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.902,69,17,15,6
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,18:30,18,30,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.902,72,16,13,5
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,18:45,18,45,circulation_normale,flux_habituel,1,faible,surge,0,0,0,0,0,0,,0,1.0,1.962,46,2,41,6
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,19:00,19,0,fin_rush_soir,fin_embouteillage_soir,2,modéré,rush,0,0,0,0,0,1,retour_plage_coucher_soleil,1,1.35,2.096,67,10,26,7
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,19:15,19,15,fin_rush_soir,fin_embouteillage_soir,2,modéré,rush,0,0,0,0,0,1,retour_plage_coucher_soleil,1,1.35,1.969,62,12,25,5
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,19:30,19,30,fin_rush_soir,fin_embouteillage_soir,2,modéré,rush,0,0,0,0,0,1,retour_plage_coucher_soleil,1,1.35,2.17,66,11,27,7
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,19:45,19,45,fin_rush_soir,fin_embouteillage_soir,2,modéré,rush,0,0,0,0,0,1,retour_plage_coucher_soleil,1,1.35,2.168,69,7,24,5
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,20:00,20,0,soirée,sorties_restaurants_cafés,2,modéré,rush,1,0,0,0,0,1,retour_plage_coucher_soleil,1,1.35,2.187,66,13,27,1
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,20:15,20,15,soirée,sorties_restaurants_cafés,2,modéré,rush,1,0,0,0,0,1,retour_plage_coucher_soleil,1,1.35,1.972,64,11,26,1
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,20:30,20,30,soirée,sorties_restaurants_cafés,2,modéré,rush,1,0,0,0,0,1,retour_plage_coucher_soleil,1,1.35,1.908,59,11,26,1
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,20:45,20,45,soirée,sorties_restaurants_cafés,2,modéré,rush,1,0,0,0,0,1,retour_plage_coucher_soleil,1,1.35,1.919,60,12,25,1
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,21:00,21,0,soirée,sorties_restaurants_cafés,1,faible,rush,1,0,0,0,0,0,,0,1.0,1.423,39,4,37,2
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,21:15,21,15,soirée,sorties_restaurants_cafés,1,faible,rush,1,0,0,0,0,0,,0,1.0,1.425,34,3,37,1
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,21:30,21,30,soirée,sorties_restaurants_cafés,1,faible,rush,1,0,0,0,0,0,,0,1.0,1.443,34,1,41,4
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,21:45,21,45,soirée,sorties_restaurants_cafés,1,faible,rush,1,0,0,0,0,0,,0,1.0,1.389,35,0,42,3
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,22:00,22,0,ramadan_tarawih,sortie_prière_tarawih,1,faible,normal,1,1,0,0,0,0,,0,1.0,1.085,28,1,38,2
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,22:30,22,30,ramadan_tarawih,sortie_prière_tarawih,1,faible,normal,1,1,0,0,0,0,,0,1.0,1.113,31,5,39,4
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,23:00,23,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.191,30,0,42,1
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,23:15,23,15,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.146,28,1,41,2
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,23:30,23,30,retour_soirée_tardive,retour_soirées_tardives,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.076,31,1,42,1
Korba,Nabeul,balnéaire,36.5736,10.8706,30000,2,1,Plage Korba,23:45,23,45,retour_soirée_tardive,retour_soirées_tardives,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.114,32,0,40,1
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,00:00,0,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.128,32,0,38,4
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,00:30,0,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.009,27,4,42,4
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,01:00,1,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.109,29,0,41,2
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,01:30,1,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.143,33,0,40,3
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,02:00,2,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.019,27,0,41,1
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,02:30,2,30,ramadan_suhoor,suhoor_restaurants,1,faible,normal,1,1,0,0,0,0,,0,1.0,1.062,27,3,44,1
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,03:00,3,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.109,29,0,43,4
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,03:30,3,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.04,30,1,42,1
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,04:00,4,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.005,27,1,40,1
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,04:30,4,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.013,31,1,41,2
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,05:00,5,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.02,29,1,42,4
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,05:30,5,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.158,32,3,40,2
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,06:00,6,0,circulation_normale,flux_habituel,2,modéré,rush,0,0,0,0,0,0,,0,1.0,1.239,42,6,24,7
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,06:15,6,15,circulation_normale,flux_habituel,2,modéré,rush,0,0,0,0,0,0,,0,1.0,1.231,46,9,26,4
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,06:30,6,30,rush_matin,début_journée_travail,2,modéré,rush,0,0,0,0,0,0,,0,1.0,1.447,51,9,25,4
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,06:45,6,45,rush_matin,début_journée_travail,2,modéré,rush,0,0,0,0,0,0,,0,1.0,1.33,44,5,27,6
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,07:00,7,0,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.945,67,15,12,4
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,07:15,7,15,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.971,71,17,15,5
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,07:30,7,30,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.775,68,18,12,6
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,07:45,7,45,circulation_normale,flux_habituel,1,faible,surge,0,0,0,0,0,0,,0,1.0,1.713,44,4,38,4
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,08:00,8,0,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.748,66,19,13,4
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,08:15,8,15,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.897,72,16,17,3
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,08:30,8,30,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.908,71,18,16,4
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,08:45,8,45,circulation_normale,flux_habituel,1,faible,surge,0,0,0,0,0,0,,0,1.0,1.836,42,0,39,5
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,09:00,9,0,fin_rush_matin,fin_rush_entrée_bureau,2,modéré,rush,0,0,0,0,0,1,afflux_plage_matin,1,1.3,1.809,58,11,26,7
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,09:15,9,15,fin_rush_matin,fin_rush_entrée_bureau,2,modéré,rush,0,0,0,0,0,1,afflux_plage_matin,1,1.3,1.923,59,11,25,4
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,09:30,9,30,fin_rush_matin,fin_rush_entrée_bureau,2,modéré,rush,0,0,0,0,0,1,afflux_plage_matin,1,1.3,1.92,65,12,26,3
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,09:45,9,45,fin_rush_matin,fin_rush_entrée_bureau,2,modéré,rush,0,0,0,0,0,1,afflux_plage_matin,1,1.3,2.111,63,12,28,7
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,10:00,10,0,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_matin,1,1.3,1.641,47,5,41,3
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,10:30,10,30,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_matin,1,1.3,1.618,46,7,39,6
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,11:00,11,0,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_matin,1,1.3,1.482,39,6,38,7
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,11:15,11,15,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_matin,1,1.3,1.615,45,7,41,3
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,11:30,11,30,vendredi_jumu3a,préparation_prière_vendredi,1,faible,normal,0,0,1,0,0,1,afflux_plage_matin,1,1.3,1.699,49,8,43,7
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,11:45,11,45,vendredi_jumu3a,préparation_prière_vendredi,1,faible,normal,0,0,1,0,0,1,afflux_plage_matin,1,1.3,1.687,46,7,44,7
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,12:00,12,0,prière_dhuhr,prière_dhuhr_mosquée,2,modéré,rush,0,0,0,0,1,0,,0,1.0,1.245,42,8,27,4
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,12:15,12,15,sortie_école_midi,sortie_lycées_collèges,2,modéré,rush,0,0,0,1,0,0,,0,1.0,1.692,56,7,25,6
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,12:30,12,30,vendredi_jumu3a,sortie_mosquée_jumu3a,2,modéré,rush,0,0,1,0,0,0,,0,1.0,1.801,56,5,28,7
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,12:45,12,45,vendredi_jumu3a,sortie_mosquée_jumu3a,2,modéré,rush,0,0,1,0,0,0,,0,1.0,1.831,58,4,26,7
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,13:00,13,0,déjeuner_tunisien,pic_déjeuner_retour_maison,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.921,68,14,17,5
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,13:15,13,15,déjeuner_tunisien,pic_déjeuner_retour_maison,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.565,63,15,13,5
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,13:30,13,30,déjeuner_tunisien,pic_déjeuner_retour_maison,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.905,66,17,16,4
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,13:45,13,45,déjeuner_tunisien,pic_déjeuner_retour_maison,1,faible,normal,0,0,0,0,0,0,,0,1.0,1.038,31,0,40,3
Menzel Temime,Nabeul,côtière,36.7833,10.9833,27000,2,1,Plage Menzel Temime,14:00,14,0,retour_bureau,reprise_après_déjeuner,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,1,1.25,1.808,61,9,28,3
